Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
9000,9000,0.1777,36,debt_consolidation,13.72%,CA,RENT,4583.33,670-674,14,21175,1,5 years,670
5750,5750,0.1311,36,credit_card,24.24%,NY,RENT,1675,705-709,18,8035,0,4 years,705
21725,21725,0.1922,60,debt_consolidation,22.48%,LA,OWN,3629.58,675-679,7,19685,0,10+ years,675
20000,20000,0.079,36,debt_consolidation,33.28%,NY,RENT,8666.67,725-729,9,33067,0,3 years,725
15350,15325,0.1349,60,debt_consolidation,28.63%,WA,MORTGAGE,3200,730-734,6,9946,1,10+ years,730
8400,8400,0.1433,36,debt_consolidation,11.61%,CA,RENT,3333.33,670-674,11,2060,0,< 1 year,670
4500,4500,0.0749,36,credit_card,27.63%,OR,RENT,2700,720-724,13,9341,0,4 years,720
9950,9950,0.1531,36,wedding,7.84%,CA,RENT,2833.33,675-679,7,4904,2,n/a,675
15000,15000,0.079,36,debt_consolidation,20.75%,IL,MORTGAGE,2583.33,725-729,10,9608,0,3 years,725
10000,9850,0.1099,36,other,19.23%,VA,MORTGAGE,9150,705-709,16,43256,2,10+ years,705
12000,10400,0.1825,60,car,12.11%,CA,RENT,5600,660-664,7,2409,1,3 years,660
8000,3862.32,0.1221,36,other,13.29%,GA,MORTGAGE,12500,695-699,10,93265,1,10+ years,695
3000,3000,0.0603,36,debt_consolidation,11.03%,NY,MORTGAGE,7500,765-769,13,10585,0,n/a,765
15000,15000,0.1433,36,debt_consolidation,27.25%,TX,MORTGAGE,7500,680-684,13,27872,0,10+ years,680
12700,12700,0.1777,36,debt_consolidation,23.94%,AL,MORTGAGE,3333.33,685-689,14,9655,3,n/a,685
16000,15745.73,0.1111,60,debt_consolidation,9.90%,MO,RENT,2958.33,765-769,6,8943,2,< 1 year,765
7200,7200,0.079,36,debt_consolidation,21.74%,TX,RENT,4300,710-714,7,33189,0,10+ years,710
30000,30000,0.2025,60,debt_consolidation,10.46%,VA,MORTGAGE,12500,695-699,10,43491,3,5 years,695
20125,20125,0.1465,36,debt_consolidation,17.88%,FL,MORTGAGE,10353.33,695-699,11,23698,1,7 years,695
12000,12000,0.1527,36,credit_card,16.46%,PA,OWN,2516.67,670-674,9,2174,2,5 years,670
5000,4950,0.1062,60,home_improvement,11.23%,CA,MORTGAGE,5200,745-749,6,1941,1,5 years,745
8000,7989.96,0.1136,36,other,5.27%,CA,MORTGAGE,13389.15,705-709,6,7351,1,3 years,705
3600,3600,0.0662,36,credit_card,9.35%,TX,RENT,2000,735-739,17,1710,0,1 year,735
8800,8350,0.0963,36,wedding,4.89%,GA,MORTGAGE,5479,755-759,5,6055,0,6 years,755
18000,17925,0.1922,60,debt_consolidation,21.36%,CA,RENT,6867.92,690-694,13,19446,0,10+ years,690
20000,20000,0.2376,60,debt_consolidation,18.75%,VA,MORTGAGE,6266.67,660-664,25,10784,3,10+ years,660
4350,4350,0.0599,36,house,3.12%,CA,OWN,2600,780-784,5,866,0,< 1 year,780
12000,11975,0.1099,60,home_improvement,4.04%,NY,MORTGAGE,3416.67,735-739,10,6935,0,< 1 year,735
5400,5400,0.1367,36,debt_consolidation,15.42%,CA,RENT,1666.67,680-684,6,2533,0,4 years,680
12000,11950,0.1268,60,debt_consolidation,22.72%,NY,RENT,5000,700-704,19,9002,0,n/a,700
12000,12000,0.1777,36,debt_consolidation,24.48%,MI,OWN,3333.33,665-669,12,16984,0,10+ years,665
6700,6700,0.079,36,credit_card,22.19%,KS,RENT,2708.33,705-709,10,6627,0,2 years,705
3750,3750,0.1171,36,debt_consolidation,16.98%,CA,RENT,1650,675-679,6,8101,0,4 years,675
8000,8000,0.1367,36,other,23.50%,NJ,RENT,2791.67,685-689,5,27151,0,< 1 year,685
4500,4500,0.1149,36,other,9.26%,CA,RENT,3500,695-699,5,7247,0,2 years,695
6000,5975,0.1714,60,small_business,6.60%,FL,MORTGAGE,2500,660-664,5,5087,0,8 years,660
19400,19400,0.2328,60,credit_card,9.30%,NC,MORTGAGE,6000,660-664,5,28921,0,10+ years,660
25000,15600,0.1793,60,small_business,19.94%,CA,RENT,5416.67,690-694,13,24810,0,10+ years,690
8800,8800,0.1427,36,debt_consolidation,9.57%,IL,RENT,3833.33,695-699,4,8130,1,4 years,695
4800,4800,0.1399,36,medical,7.39%,OH,RENT,5833.33,680-684,9,170,2,1 year,680
5175,5175,0.1777,36,credit_card,22.93%,NY,RENT,1500,660-664,9,8577,1,5 years,660
10000,9999.36,0.1075,60,home_improvement,4.05%,MD,MORTGAGE,8750,795-799,7,0,1,2 years,795
12000,12000,0.1114,36,other,7.85%,VA,RENT,6666.67,720-724,11,4428,2,9 years,720
5000,5000,0.0751,36,other,11.40%,FL,RENT,1666.67,750-754,4,7968,0,10+ years,750
33600,33600,0.1727,60,debt_consolidation,15.08%,NY,RENT,5416.67,730-734,5,20514,1,8 years,730
10000,10000,0.1311,36,debt_consolidation,29.13%,TX,MORTGAGE,8750,700-704,13,11125,2,< 1 year,700
12000,11975,0.1629,36,other,14.29%,AZ,MORTGAGE,8541.67,695-699,5,5890,3,10+ years,695
4000,4000,0.1433,36,renewable_energy,22.74%,MD,RENT,1666.67,665-669,7,278,0,3 years,665
20000,20000,0.158,36,credit_card,13.13%,CT,RENT,5000,690-694,10,17981,1,3 years,690
12000,12000,0.1409,36,debt_consolidation,19.49%,CA,RENT,6166.67,675-679,13,6499,0,6 years,675
17500,17500,0.21,60,home_improvement,1.78%,NY,RENT,4166.67,685-689,7,3377,3,10+ years,685
10000,10000,0.1171,36,credit_card,21.18%,FL,OWN,3333.33,690-694,8,7579,0,1 year,690
3000,3000,0.1422,36,moving,10.05%,MA,RENT,9166.67,665-669,15,22698,2,6 years,665
5600,5592.37,0.0859,36,credit_card,8.34%,NJ,MORTGAGE,3250,735-739,9,2639,1,5 years,735
10000,10000,0.158,36,debt_consolidation,13.32%,AZ,RENT,5000,670-674,16,11286,1,< 1 year,670
5000,5000,0.0849,36,debt_consolidation,22.53%,WA,MORTGAGE,3000,720-724,9,3388,2,10+ years,720
16000,16000,0.2149,60,small_business,25.76%,NY,MORTGAGE,5000,670-674,14,10881,0,5 years,670
4800,4800,0.1075,36,other,22.63%,MA,RENT,1750,710-714,6,11234,0,5 years,710
24925,24925,0.1875,60,debt_consolidation,8.51%,AK,MORTGAGE,5250,710-714,7,15288,0,10+ years,710
4825,4825,0.1212,36,debt_consolidation,4.76%,CT,MORTGAGE,5416.67,680-684,8,6883,0,8 years,680
18750,18750,0.1825,60,debt_consolidation,12.54%,CO,MORTGAGE,4833.33,675-679,13,11232,2,10+ years,675
5000,5000,0.1531,36,home_improvement,20.54%,CT,MORTGAGE,4166.67,675-679,18,12929,3,10+ years,675
7500,224.99,0.1317,36,other,1.03%,CT,MORTGAGE,8750,675-679,3,3607,4,6 years,675
10000,10000,0.1682,60,debt_consolidation,12.54%,MA,RENT,4417,680-684,9,6630,2,3 years,680
5300,5300,0.079,36,debt_consolidation,9.67%,TX,RENT,1945,760-764,3,5360,0,8 years,760
5000,5000,0.0963,36,educational,11.81%,AZ,MORTGAGE,9166.67,730-734,16,23658,2,10+ years,730
25000,15051.09,0.1323,60,debt_consolidation,20.11%,TX,MORTGAGE,6666.67,735-739,11,33084,0,10+ years,735
9250,9200,0.1189,36,debt_consolidation,16.28%,OH,MORTGAGE,5416.67,745-749,14,10111,6,6 years,745
19000,18725,0.1075,60,home_improvement,6.19%,MD,MORTGAGE,7500,775-779,12,1142,1,8 years,775
2000,2000,0.0603,36,debt_consolidation,8.01%,NY,RENT,5833.33,750-754,7,2031,0,< 1 year,750
7200,7200,0.2049,60,other,15.14%,NJ,RENT,5166.67,670-674,10,14585,3,3 years,670
8000,8000,0.1409,36,debt_consolidation,19.60%,CO,MORTGAGE,5292,695-699,13,8903,1,n/a,695
13000,12875,0.1171,36,debt_consolidation,16.20%,NJ,RENT,6932.92,685-689,21,27852,0,9 years,685
8000,8000,0.1629,36,wedding,2.92%,CT,MORTGAGE,4250,670-674,5,4454,2,10+ years,670
14000,13675,0.0963,36,debt_consolidation,13.06%,CA,MORTGAGE,9083.33,760-764,21,46017,3,10+ years,760
1400,1400,0.1269,36,other,5.93%,NJ,OWN,4583.33,700-704,3,1029,0,1 year,700
9500,9500,0.089,36,debt_consolidation,27.72%,CO,OWN,5000,735-739,4,18393,1,6 years,735
12700,12700,0.1114,36,debt_consolidation,10.53%,NJ,OWN,3333.33,705-709,6,8948,0,< 1 year,705
10000,10000,0.0976,36,debt_consolidation,18.31%,NJ,RENT,2916.67,725-729,6,5670,1,10+ years,725
6000,5691.36,0.1189,36,major_purchase,11.55%,PA,RENT,2917,735-739,4,1003,2,1 year,735
5200,5200,0.1399,36,debt_consolidation,23.18%,CA,MORTGAGE,5000,680-684,17,28118,2,5 years,680
9000,8975,0.1581,36,debt_consolidation,10.69%,MO,RENT,3750,675-679,7,6599,1,10+ years,675
12000,11854.04,0.1474,36,debt_consolidation,4.62%,NY,RENT,4500,695-699,3,7956,0,10+ years,695
6600,3800,0.0907,36,other,1.84%,FL,OWN,2667,740-744,16,4889,1,< 1 year,740
10000,10000,0.1399,36,debt_consolidation,8.62%,NJ,MORTGAGE,6458.33,670-674,13,7200,0,9 years,670
1800,1800,0.1149,36,debt_consolidation,16.64%,WY,MORTGAGE,4250,695-699,11,26267,0,10+ years,695
19000,19000,0.1875,60,home_improvement,17.40%,MN,OWN,4000,695-699,7,5246,2,10+ years,695
24000,24000,0.2049,60,debt_consolidation,8.69%,NJ,MORTGAGE,5833.33,685-689,9,23006,0,10+ years,685
11500,11475,0.1114,36,debt_consolidation,23.40%,FL,OWN,2833.33,700-704,8,17324,0,n/a,700
12100,12100,0.1367,36,debt_consolidation,12.85%,FL,RENT,5000,690-694,8,12026,0,4 years,690
12000,12000,0.1799,60,debt_consolidation,23.44%,TX,RENT,3916.67,675-679,8,8860,0,< 1 year,675
12000,12000,0.1531,36,debt_consolidation,10.69%,MA,MORTGAGE,4416.67,675-679,18,13194,2,3 years,675
10000,10000,0.1972,36,other,27.53%,MN,MORTGAGE,2916.67,665-669,14,11506,0,10+ years,665
8875,8875,0.1531,36,debt_consolidation,30.15%,NC,RENT,2291.67,680-684,11,11798,1,2 years,680
10625,10625,0.1777,36,debt_consolidation,22.10%,FL,OWN,2633.33,660-664,9,12156,0,< 1 year,660
12000,3725,0.1411,36,credit_card,7.23%,GA,MORTGAGE,3750,670-674,6,13018,3,1 year,670
10000,10000,0.1727,36,debt_consolidation,28.91%,FL,MORTGAGE,3500,660-664,11,9059,1,7 years,660
12000,12000,0.2049,36,credit_card,28.84%,IL,RENT,3980.33,660-664,12,19234,2,5 years,660
14000,12225,0.1199,60,debt_consolidation,14.01%,AR,MORTGAGE,4583.33,720-724,9,3539,0,3 years,720
16000,15975,0.1758,60,debt_consolidation,12.26%,MO,MORTGAGE,2666.67,705-709,12,18008,1,< 1 year,705
10000,10000,0.1581,36,debt_consolidation,20.89%,TX,RENT,5541.67,670-674,14,10443,1,9 years,670
3625,3625,0.1629,36,small_business,21.75%,NY,MORTGAGE,6666.67,720-724,12,3226,5,2 years,720
8400,8400,0.1212,36,debt_consolidation,22.32%,MA,RENT,3333.33,690-694,7,5500,0,4 years,690
1600,1334.54,0.1505,36,major_purchase,14.15%,FL,RENT,2000,665-669,5,9603,1,< 1 year,665
3600,3600,0.1629,36,debt_consolidation,24.90%,NY,OWN,3666.67,665-669,16,11927,3,10+ years,665
14000,14000,0.1751,36,credit_card,9.37%,DC,RENT,7916.67,680-684,3,13522,0,< 1 year,680
15675,15675,0.0603,36,small_business,8.86%,FL,MORTGAGE,4166.67,795-799,9,13020,1,7 years,795
6000,5546.81,0.1189,36,other,19.38%,NY,RENT,7250,725-729,6,42987,1,10+ years,725
10000,10000,0.089,36,home_improvement,11.17%,GA,MORTGAGE,6666.67,695-699,15,14593,1,6 years,695
29000,29000,0.079,36,debt_consolidation,19.25%,NY,MORTGAGE,9166.67,765-769,18,75212,1,< 1 year,765
4800,4800,0.1242,36,debt_consolidation,17.98%,UT,MORTGAGE,4500,670-674,9,30895,0,10+ years,670
5000,4900,0.0894,36,educational,13.27%,NY,OWN,4166.67,740-744,5,4676,0,3 years,740
7000,6894.01,0.1253,36,debt_consolidation,6.64%,NJ,MORTGAGE,5000,695-699,7,11391,1,5 years,695
20000,19975,0.1629,60,debt_consolidation,24.05%,MD,MORTGAGE,7416.67,705-709,11,14944,1,3 years,705
9000,9000,0.1212,36,debt_consolidation,10.05%,NY,RENT,11666.67,690-694,8,9490,1,< 1 year,690
4400,4400,0.1242,36,small_business,19%,CA,RENT,2000,715-719,9,2411,3,5 years,715
3000,3000,0.1171,36,major_purchase,16.80%,GA,RENT,3083.33,695-699,4,413,0,2 years,695
6250,6250,0.1433,36,credit_card,20.40%,FL,MORTGAGE,1750,675-679,10,7845,0,4 years,675
14000,14000,0.0603,36,debt_consolidation,9%,IL,MORTGAGE,8733.33,770-774,11,15108,0,6 years,770
30000,30000,0.1427,36,debt_consolidation,8.51%,TX,MORTGAGE,9166.67,715-719,10,28967,0,10+ years,715
19600,19600,0.1242,60,debt_consolidation,22.99%,AZ,RENT,4166.67,745-749,9,14783,2,< 1 year,745
1600,1600,0.1311,36,debt_consolidation,18.99%,WA,MORTGAGE,3459,670-674,9,6281,3,10+ years,670
8000,8000,0.1399,36,major_purchase,18.17%,CA,OWN,7500,670-674,13,5987,0,< 1 year,670
2500,2125,0.1292,36,debt_consolidation,22.32%,MI,MORTGAGE,3750,670-674,21,4744,9,7 years,670
16075,16075,0.1629,36,debt_consolidation,17.58%,KS,MORTGAGE,4125,695-699,7,15781,1,2 years,695
4900,4888.24,0.1426,36,debt_consolidation,23.75%,CT,RENT,2240,720-724,5,17998,1,1 year,720
14400,14400,0.1199,36,debt_consolidation,13.48%,KY,MORTGAGE,10408,710-714,9,34354,1,5 years,710
7750,7750,0.2049,36,credit_card,9%,CA,MORTGAGE,2000,660-664,3,5399,0,5 years,660
4200,4200,0.0579,36,debt_consolidation,8.10%,MD,MORTGAGE,6089.44,750-754,7,18861,2,8 years,750
35000,34950,0.1268,60,home_improvement,23.99%,WV,MORTGAGE,7083.33,785-789,19,30725,1,10+ years,785
12800,12800,0.1212,36,debt_consolidation,21.53%,CA,RENT,4750,695-699,16,14291,0,< 1 year,695
8000,8000,0.089,36,debt_consolidation,26.56%,AZ,MORTGAGE,4416.67,720-724,15,6701,0,1 year,720
25000,23477.53,0.1864,60,debt_consolidation,14.61%,NV,MORTGAGE,5833.33,695-699,8,13785,0,10+ years,695
5000,5000,0.0849,36,credit_card,16.89%,NJ,MORTGAGE,6706.41,730-734,19,43734,1,8 years,730
4000,4000,0.1149,36,debt_consolidation,4.16%,MA,RENT,2666.67,720-724,4,3239,0,1 year,720
2875,2875,0.1849,36,credit_card,14.11%,AZ,RENT,1084,665-669,3,3824,0,n/a,665
1800,1800,0.1602,36,small_business,4.19%,AL,RENT,4246.67,660-664,2,0,0,9 years,660
7200,7200,0.1349,36,debt_consolidation,14.60%,CA,RENT,5000,725-729,4,17268,0,1 year,725
6000,6000,0.1212,36,credit_card,8.16%,PA,RENT,3333.33,680-684,6,8442,0,10+ years,680
15000,14975,0.079,36,car,20.73%,NY,RENT,5416.67,745-749,14,9756,0,1 year,745
10375,10375,0.1433,36,debt_consolidation,26.42%,MD,RENT,2479.17,680-684,6,13411,0,5 years,680
25000,25000,0.158,60,debt_consolidation,24.04%,CA,OWN,7750,700-704,10,20215,5,2 years,700
7900,7782.65,0.0859,36,credit_card,15.20%,CA,MORTGAGE,7583.33,810-814,14,3950,0,10+ years,810
10000,10000,0.1531,36,debt_consolidation,14.61%,CA,RENT,3750,680-684,18,13051,1,5 years,680
6000,4450,0.0768,36,debt_consolidation,8.40%,NY,RENT,5417,780-784,10,6047,1,10+ years,780
7000,7000,0.1777,36,debt_consolidation,30.30%,TX,RENT,4333.33,675-679,16,6922,1,4 years,675
5500,5473.88,0.1461,36,other,20.38%,SC,MORTGAGE,5116.67,665-669,11,14103,0,1 year,665
7000,7000,0.1433,36,debt_consolidation,5.46%,PA,RENT,3333.33,690-694,4,8889,1,2 years,690
12000,11975,0.0662,36,major_purchase,1.43%,CA,RENT,9666.67,750-754,5,4693,0,1 year,750
10000,9975,0.0699,36,home_improvement,27.92%,CA,MORTGAGE,2500,780-784,5,1230,2,1 year,780
9800,9800,0.1491,60,credit_card,12.89%,CA,MORTGAGE,2708.33,690-694,11,8111,0,3 years,690
15000,15000,0.1311,36,credit_card,29.63%,GA,RENT,4083.33,690-694,20,23565,4,10+ years,690
12000,12000,0.0791,36,credit_card,4.51%,CA,RENT,3500,725-729,16,6015,1,< 1 year,725
19000,18975,0.1372,36,credit_card,13.50%,CA,RENT,2964.67,705-709,9,11219,0,10+ years,705
10000,10000,0.1349,36,small_business,18.84%,AL,MORTGAGE,3333.33,690-694,9,14247,1,7 years,690
14725,14725,0.1941,36,major_purchase,2.14%,VA,OWN,18333.33,660-664,11,82265,2,1 year,660
17500,17475,0.1409,36,debt_consolidation,34.88%,NY,RENT,3750,690-694,6,18485,0,1 year,690
10000,10000,0.1253,36,debt_consolidation,10.81%,CA,RENT,7158.33,700-704,15,23152,0,6 years,700
12000,11998.2,0.1037,36,debt_consolidation,16.98%,CT,RENT,3916.67,705-709,10,7489,0,3 years,705
32550,32550,0.0662,36,debt_consolidation,8.52%,IL,MORTGAGE,9166.67,805-809,9,2670,0,10+ years,805
17475,17450,0.1212,36,debt_consolidation,14.82%,NC,MORTGAGE,4500,680-684,10,12588,0,10+ years,680
7200,7200,0.079,36,debt_consolidation,12.13%,NJ,RENT,2333.33,725-729,7,6262,1,2 years,725
7125,7125,0.0762,36,home_improvement,7.96%,GA,OWN,2500,805-809,5,577,0,1 year,805
20500,19861.23,0.1496,60,debt_consolidation,10.76%,CA,RENT,2500,730-734,2,109,0,2 years,730
18000,18000,0.1972,60,debt_consolidation,17.37%,AL,RENT,10583.33,695-699,13,55691,0,5 years,695
15000,15000,0.1825,36,debt_consolidation,22.45%,NV,MORTGAGE,5078.75,665-669,19,13205,0,10+ years,665
14000,14000,0.1037,60,debt_consolidation,8.69%,MA,RENT,5833.33,785-789,4,961,0,5 years,785
4800,4750,0.1221,36,wedding,9.41%,CA,RENT,6250,695-699,10,21069,0,< 1 year,695
8000,8000,0.1433,36,vacation,4.48%,TX,RENT,6250,670-674,8,14607,0,1 year,670
35000,34900,0.1825,60,debt_consolidation,20.56%,GA,MORTGAGE,5666.67,725-729,8,22290,0,10+ years,725
3600,3600,0.0774,36,major_purchase,1.41%,CA,MORTGAGE,5666.67,735-739,6,2907,0,10+ years,735
20000,19950,0.1149,36,debt_consolidation,8.84%,NY,RENT,7500,715-719,11,8848,0,10+ years,715
20000,20000,0.2245,60,debt_consolidation,24.30%,VT,RENT,3666.67,660-664,9,9194,1,1 year,660
10000,9950,0.1427,36,debt_consolidation,12.63%,CA,RENT,7166.67,680-684,11,10309,1,< 1 year,680
10000,10000,0.0991,36,credit_card,14.98%,WA,RENT,5000,710-714,8,16908,0,10+ years,710
4500,4500,0.0751,36,moving,13.90%,CA,MORTGAGE,3000,765-769,10,387,0,< 1 year,765
8000,8000,0.079,36,credit_card,23.69%,TX,MORTGAGE,7083.33,725-729,17,15497,1,1 year,725
7425,7425,0.0976,36,debt_consolidation,7.32%,NV,MORTGAGE,2500,705-709,6,5045,1,4 years,705
12000,12000,0.0603,36,debt_consolidation,18.75%,SC,MORTGAGE,13000,725-729,22,20197,0,5 years,725
9000,9000,0.1527,36,debt_consolidation,24.06%,AZ,RENT,4500,670-674,10,8533,1,10+ years,670
28000,28000,0.1629,36,credit_card,19.62%,NV,MORTGAGE,7083.33,710-714,12,38194,1,10+ years,710
15575,15550,0.1367,36,major_purchase,18%,TX,MORTGAGE,6250,710-714,18,5591,2,< 1 year,710
10500,10500,0.1212,36,debt_consolidation,11.18%,OR,RENT,6666.67,710-714,16,7738,1,7 years,710
8500,6727.42,0.1683,36,debt_consolidation,14.68%,IL,RENT,5000,680-684,9,0,9,10+ years,680
3600,3600,0.1972,36,moving,10.72%,TX,RENT,7000,665-669,7,6263,4,6 years,665
12000,12000,0.0729,36,small_business,27.15%,NC,RENT,6250,740-744,7,59089,0,2 years,740
24250,24144.61,0.1183,36,major_purchase,4.79%,CA,RENT,12000,755-759,10,2097,1,< 1 year,755
20000,20000,0.1269,36,debt_consolidation,15.55%,MN,RENT,6166.67,710-714,6,22739,2,< 1 year,710
14000,14000,0.1212,36,house,7.64%,TX,RENT,6883.33,695-699,7,9715,0,2 years,695
10000,10000,0.0603,36,major_purchase,5.01%,MD,MORTGAGE,13750,775-779,12,4357,0,10+ years,775
8000,8000,0.1242,36,debt_consolidation,9.73%,NY,RENT,3750,705-709,8,16212,2,6 years,705
20000,15000,0.1751,60,credit_card,15.97%,NV,MORTGAGE,5373.33,695-699,18,25058,0,3 years,695
3500,3500,0.1212,36,debt_consolidation,10.87%,TX,MORTGAGE,4333.33,675-679,9,9971,0,10+ years,675
30000,29975,0.2089,60,debt_consolidation,15.86%,VA,MORTGAGE,17917,695-699,14,86385,0,2 years,695
12000,12000,0.1777,36,debt_consolidation,22.32%,CA,RENT,4575.08,675-679,13,8048,2,< 1 year,675
12250,12250,0.1903,60,debt_consolidation,23.18%,TX,MORTGAGE,6550,660-664,15,22493,0,3 years,660
9000,9000,0.0788,60,other,8%,MN,MORTGAGE,4750,800-804,14,5348,0,10+ years,800
31825,31825,0.1409,60,major_purchase,4.37%,CA,MORTGAGE,6666.67,750-754,4,10864,0,4 years,750
24000,23975,0.1903,60,debt_consolidation,22.58%,NC,MORTGAGE,5416.67,680-684,12,13066,0,1 year,680
12800,12787.71,0.0894,36,debt_consolidation,0.18%,AZ,MORTGAGE,2833.33,815-819,7,306,0,4 years,815
20000,20000,0.1399,60,debt_consolidation,21.33%,MO,OWN,4167,745-749,8,11372,3,9 years,745
15000,15000,0.1269,36,debt_consolidation,14.02%,NY,RENT,3916.67,705-709,11,16355,1,7 years,705
15000,14950,0.1417,36,small_business,8.46%,OR,MORTGAGE,6666.67,690-694,8,1073,2,5 years,690
5000,3150,0.1393,36,car,22.57%,MN,MORTGAGE,6000,660-664,17,29877,2,10+ years,660
14000,14000,0.1409,36,house,15.19%,MI,RENT,5416.67,690-694,6,4211,0,5 years,690
21000,21000,0.1367,36,other,8.08%,CA,RENT,7916.67,705-709,6,6524,1,1 year,705
5000,5000,0.0692,36,debt_consolidation,18.39%,MA,OWN,3333.33,725-729,8,5806,0,< 1 year,725
5000,5000,0.1212,36,credit_card,20.26%,RI,MORTGAGE,6250,675-679,19,33500,0,10+ years,675
8000,8000,0.1114,36,credit_card,5.98%,DE,MORTGAGE,4333.33,710-714,5,11822,2,10+ years,710
10000,10000,0.2247,36,debt_consolidation,34.26%,MD,MORTGAGE,6200,675-679,36,28850,1,3 years,675
7000,7000,0.0699,36,debt_consolidation,14.32%,CA,RENT,5166.67,775-779,6,0,1,10+ years,775
11000,11000,0.0603,36,debt_consolidation,12.04%,NC,MORTGAGE,5836.67,790-794,12,420,0,< 1 year,790
28000,28000,0.2049,60,small_business,4.36%,MI,RENT,8416.67,710-714,11,1327,0,5 years,710
24000,21963.64,0.1099,36,home_improvement,19.27%,GA,MORTGAGE,12500,740-744,11,45989,0,10+ years,740
15000,15000,0.089,36,debt_consolidation,13.59%,CA,MORTGAGE,9583.33,735-739,10,13427,3,5 years,735
24000,23950,0.2489,36,debt_consolidation,29.46%,NH,MORTGAGE,10737.5,660-664,26,34602,2,10+ years,660
5000,5000,0.1596,36,moving,14.36%,NY,RENT,8166.67,660-664,7,7900,1,10+ years,660
10000,10000,0.1059,36,debt_consolidation,9.68%,NY,OWN,8333.33,730-734,5,35968,1,10+ years,730
16000,16000,0.1855,36,debt_consolidation,23.88%,MD,RENT,5653.67,660-664,12,16223,0,5 years,660
10000,6301.07,0.1411,36,debt_consolidation,16.52%,CO,OTHER,4583,680-684,16,18707,1,3 years,680
8000,8000,0.1849,36,debt_consolidation,23.37%,OH,OWN,5000,670-674,17,18248,1,10+ years,670
10000,10000,0.1171,36,other,8.69%,NY,RENT,2750,695-699,6,6621,0,3 years,695
5000,5000,0.0579,36,major_purchase,15.69%,NY,OWN,5416.67,760-764,11,4979,0,10+ years,760
20000,19975,0.2278,60,credit_card,24.42%,NV,MORTGAGE,5666.67,665-669,15,18451,0,7 years,665
3700,3600,0.0788,36,other,10.17%,CO,MORTGAGE,4985,720-724,6,11586,4,n/a,720
15000,15000,0.1777,36,debt_consolidation,22.45%,HI,RENT,3500,670-674,11,9868,0,7 years,670
9700,9700,0.1409,36,debt_consolidation,9.52%,CA,RENT,7333.33,665-669,9,14723,0,3 years,665
8450,8450,0.1849,36,small_business,21.98%,CA,OWN,2083.33,660-664,14,7352,2,3 years,660
25000,25000,0.2049,60,debt_consolidation,9.15%,NY,RENT,5833.33,690-694,7,14953,0,9 years,690
25000,24950,0.1349,60,debt_consolidation,19.97%,CO,OWN,4166.67,745-749,4,17849,0,3 years,745
15000,15000,0.1777,36,debt_consolidation,18.24%,GA,MORTGAGE,6000,670-674,16,14513,2,10+ years,670
14575,14575,0.1905,36,debt_consolidation,24.23%,OR,RENT,3833.33,660-664,13,13753,0,10+ years,660
14775,14775,0.21,60,debt_consolidation,27.59%,CT,MORTGAGE,4473.33,675-679,10,33869,3,10+ years,675
2000,2000,0.1149,36,major_purchase,2.44%,CA,RENT,2500,700-704,4,67,0,2 years,700
2575,2575,0.1016,36,debt_consolidation,27.54%,NY,RENT,4166.67,695-699,12,18499,0,2 years,695
4200,4200,0.1433,60,car,14.16%,NJ,RENT,3850,700-704,4,5718,0,2 years,700
8000,8000,0.2052,36,small_business,8.12%,CT,RENT,2500,675-679,5,7327,2,< 1 year,675
9500,9500,0.1479,60,debt_consolidation,12.13%,OK,RENT,3000,710-714,4,14227,1,3 years,710
16750,16445.93,0.0988,36,credit_card,10.25%,IL,MORTGAGE,3338,750-754,10,18696,1,5 years,750
12300,12300,0.1311,36,debt_consolidation,8.01%,MD,OWN,3083.33,685-689,6,6162,0,9 years,685
4000,4000,0.1727,36,debt_consolidation,16.29%,TX,MORTGAGE,3750,665-669,7,13284,1,4 years,665
20000,20000,0.183,60,debt_consolidation,15.91%,NY,MORTGAGE,5833,690-694,5,16140,1,10+ years,690
12000,12000,0.1268,60,credit_card,9.55%,VA,MORTGAGE,9750,705-709,9,17259,0,8 years,705
4375,4375,0.1433,36,debt_consolidation,12%,MI,RENT,3333.33,675-679,10,2440,2,< 1 year,675
3000,3000,0.1459,36,other,19.59%,NJ,RENT,4073,660-664,8,6941,2,5 years,660
13000,13000,0.0662,36,car,5.95%,NJ,MORTGAGE,11666.67,750-754,16,11451,1,7 years,750
16200,16200,0.089,36,debt_consolidation,22.76%,NY,MORTGAGE,4666.67,725-729,8,15503,0,7 years,725
